id,ArchiveURL,Filename
ndt-virtual-lvhgw_1700360580_00000000004ECB2C,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T011950.396548Z-pcap-mlab1-sin02-ndt.tgz,2024/01/06/ndt-virtual-lvhgw_1700360580_00000000004ECB2C.pcap.gz
ndt-virtual-xzrss_1700447447_00000000003CBED2,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T163207.292800Z-pcap-mlab2-chs01-ndt.tgz,2024/01/06/ndt-virtual-xzrss_1700447447_00000000003CBED2.pcap.gz
ndt-virtual-h76tn_1700353484_0000000000313551,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T182012.545835Z-pcap-mlab1-par08-ndt.tgz,2024/01/06/ndt-virtual-h76tn_1700353484_0000000000313551.pcap.gz
ndt-virtual-6rbfk_1700447174_0000000000215996,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T183855.082845Z-pcap-mlab2-zrh01-ndt.tgz,2024/01/06/ndt-virtual-6rbfk_1700447174_0000000000215996.pcap.gz
ndt-virtual-kswrx_1700452331_000000000028E586,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T171711.701926Z-pcap-mlab3-gru05-ndt.tgz,2024/01/06/ndt-virtual-kswrx_1700452331_000000000028E586.pcap.gz
ndt-virtual-kswrx_1700452331_000000000028E594,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T171711.701926Z-pcap-mlab3-gru05-ndt.tgz,2024/01/06/ndt-virtual-kswrx_1700452331_000000000028E594.pcap.gz
ndt-virtual-lvgz6_1700443683_000000000013ED24,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T202934.143754Z-pcap-mlab2-waw01-ndt.tgz,2024/01/06/ndt-virtual-lvgz6_1700443683_000000000013ED24.pcap.gz
ndt-virtual-kswrx_1700452331_0000000000283E19,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T005629.779190Z-pcap-mlab3-gru05-ndt.tgz,2024/01/06/ndt-virtual-kswrx_1700452331_0000000000283E19.pcap.gz
ndt-virtual-b9ls9_1700361304_00000000004925C1,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T220716.509483Z-pcap-mlab1-oma01-ndt.tgz,2024/01/06/ndt-virtual-b9ls9_1700361304_00000000004925C1.pcap.gz
ndt-virtual-z5b5s_1701822757_000000000015B3A3,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T190817.640967Z-pcap-mlab1-ams10-ndt.tgz,2024/01/06/ndt-virtual-z5b5s_1701822757_000000000015B3A3.pcap.gz
ndt-virtual-djdnn_1700369999_00000000002ABB35,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T104344.601924Z-pcap-mlab1-mil08-ndt.tgz,2024/01/06/ndt-virtual-djdnn_1700369999_00000000002ABB35.pcap.gz
ndt-virtual-76whk_1700441627_00000000005131DA,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T070717.649066Z-pcap-mlab2-cgk01-ndt.tgz,2024/01/06/ndt-virtual-76whk_1700441627_00000000005131DA.pcap.gz
ndt-virtual-756w7_1701379167_00000000001B1D29,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T003004.714833Z-pcap-mlab1-slc01-ndt.tgz,2024/01/06/ndt-virtual-756w7_1701379167_00000000001B1D29.pcap.gz
ndt-virtual-26gxr_1713212801_00000000000AAC24,gs://archive-measurement-lab/ndt/pcap/2024/04/30/20240430T203629.687119Z-pcap-mlab1-tlv01-ndt.tgz,2024/04/30/ndt-virtual-26gxr_1713212801_00000000000AAC24.pcap.gz
ndt-virtual-fp4mw_1713211200_0000000000155105,gs://archive-measurement-lab/ndt/pcap/2024/04/30/20240430T003222.546216Z-pcap-mlab1-oma01-ndt.tgz,2024/04/30/ndt-virtual-fp4mw_1713211200_0000000000155105.pcap.gz
ndt-virtual-r4dkb_1713215864_0000000000130D8D,gs://archive-measurement-lab/ndt/pcap/2024/04/30/20240430T151527.542497Z-pcap-mlab2-cgk01-ndt.tgz,2024/04/30/ndt-virtual-r4dkb_1713215864_0000000000130D8D.pcap.gz
ndt-virtual-r4dkb_1713215864_0000000000127124,gs://archive-measurement-lab/ndt/pcap/2024/04/30/20240430T031323.162889Z-pcap-mlab2-cgk01-ndt.tgz,2024/04/30/ndt-virtual-r4dkb_1713215864_0000000000127124.pcap.gz
ndt-virtual-c9zjh_1713210520_000000000010A7F3,gs://archive-measurement-lab/ndt/pcap/2024/04/30/20240430T131426.049368Z-pcap-mlab1-mel01-ndt.tgz,2024/04/30/ndt-virtual-c9zjh_1713210520_000000000010A7F3.pcap.gz
ndt-virtual-mmzxr_1713205780_0000000000138E81,gs://archive-measurement-lab/ndt/pcap/2024/04/30/20240430T075909.408379Z-pcap-mlab1-cgk01-ndt.tgz,2024/04/30/ndt-virtual-mmzxr_1713205780_0000000000138E81.pcap.gz
ndt-virtual-frmrm_1686341510_00000000000B82A5,gs://archive-measurement-lab/ndt/pcap/2023/06/28/20230628T234538.206016Z-pcap-mlab1-dfw09-ndt.tgz,2023/06/28/ndt-virtual-frmrm_1686341510_00000000000B82A5.pcap.gz
ndt-virtual-zrkj8_1686335671_000000000007B3C7,gs://archive-measurement-lab/ndt/pcap/2023/06/28/20230628T160526.067338Z-pcap-mlab1-yul07-ndt.tgz,2023/06/28/ndt-virtual-zrkj8_1686335671_000000000007B3C7.pcap.gz
ndt-virtual-n24tb_1686264298_00000000000BD8F6,gs://archive-measurement-lab/ndt/pcap/2023/06/28/20230628T133824.535198Z-pcap-mlab1-chs01-ndt.tgz,2023/06/28/ndt-virtual-n24tb_1686264298_00000000000BD8F6.pcap.gz
ndt-virtual-hmbpt_1686261970_0000000000100B1F,gs://archive-measurement-lab/ndt/pcap/2023/06/28/20230628T014328.765992Z-pcap-mlab1-oma01-ndt.tgz,2023/06/28/ndt-virtual-hmbpt_1686261970_0000000000100B1F.pcap.gz
ndt-virtual-mmzxr_1713205780_0000000000142A25,gs://archive-measurement-lab/ndt/pcap/2024/04/30/20240430T143008.815737Z-pcap-mlab1-cgk01-ndt.tgz,2024/04/30/ndt-virtual-mmzxr_1713205780_0000000000142A25.pcap.gz
ndt-virtual-644bx_1713204371_0000000000105AE2,gs://archive-measurement-lab/ndt/pcap/2024/04/30/20240430T100603.956258Z-pcap-mlab1-ber01-ndt.tgz,2024/04/30/ndt-virtual-644bx_1713204371_0000000000105AE2.pcap.gz
ndt-virtual-26gxr_1713212801_00000000000A79C6,gs://archive-measurement-lab/ndt/pcap/2024/04/30/20240430T133525.257534Z-pcap-mlab1-tlv01-ndt.tgz,2024/04/30/ndt-virtual-26gxr_1713212801_00000000000A79C6.pcap.gz
ndt-virtual-26gxr_1713212801_00000000000AAB30,gs://archive-measurement-lab/ndt/pcap/2024/04/30/20240430T200626.350220Z-pcap-mlab1-tlv01-ndt.tgz,2024/04/30/ndt-virtual-26gxr_1713212801_00000000000AAB30.pcap.gz
ndt-virtual-hbwcz_1713206232_0000000000105FF6,gs://archive-measurement-lab/ndt/pcap/2024/04/30/20240430T170227.007599Z-pcap-mlab1-chs01-ndt.tgz,2024/04/30/ndt-virtual-hbwcz_1713206232_0000000000105FF6.pcap.gz
ndt-virtual-5tdlv_1700367071_00000000007A72AF,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T132503.557289Z-pcap-mlab1-lhr09-ndt.tgz,2024/01/06/ndt-virtual-5tdlv_1700367071_00000000007A72AF.pcap.gz
ndt-virtual-mmzxr_1713205780_00000000001418F9,gs://archive-measurement-lab/ndt/pcap/2024/04/30/20240430T135211.938152Z-pcap-mlab1-cgk01-ndt.tgz,2024/04/30/ndt-virtual-mmzxr_1713205780_00000000001418F9.pcap.gz
ndt-virtual-26gxr_1713212801_00000000000A7B6D,gs://archive-measurement-lab/ndt/pcap/2024/04/30/20240430T141104.188451Z-pcap-mlab1-tlv01-ndt.tgz,2024/04/30/ndt-virtual-26gxr_1713212801_00000000000A7B6D.pcap.gz
ndt-virtual-b8lxx_1686340311_00000000001D6C69,gs://archive-measurement-lab/ndt/pcap/2023/06/28/20230628T130941.234573Z-pcap-mlab1-del03-ndt.tgz,2023/06/28/ndt-virtual-b8lxx_1686340311_00000000001D6C69.pcap.gz
ndt-virtual-mmzxr_1713205780_000000000013C394,gs://archive-measurement-lab/ndt/pcap/2024/04/30/20240430T091055.470300Z-pcap-mlab1-cgk01-ndt.tgz,2024/04/30/ndt-virtual-mmzxr_1713205780_000000000013C394.pcap.gz
ndt-virtual-lvhgw_1700360580_00000000004F2F6B,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T073111.078556Z-pcap-mlab1-sin02-ndt.tgz,2024/01/06/ndt-virtual-lvhgw_1700360580_00000000004F2F6B.pcap.gz
ndt-virtual-r4dkb_1713215864_000000000012C5EA,gs://archive-measurement-lab/ndt/pcap/2024/04/30/20240430T105234.961958Z-pcap-mlab2-cgk01-ndt.tgz,2024/04/30/ndt-virtual-r4dkb_1713215864_000000000012C5EA.pcap.gz
ndt-virtual-25kqc_1711497171_0000000000013CA3,gs://archive-measurement-lab/ndt/pcap/2024/03/27/20240327T190021.622339Z-pcap-mlab1-oma01-ndt.tgz,2024/03/27/ndt-virtual-25kqc_1711497171_0000000000013CA3.pcap.gz
ndt-virtual-26gxr_1713212801_00000000000AAE36,gs://archive-measurement-lab/ndt/pcap/2024/04/30/20240430T212112.504776Z-pcap-mlab1-tlv01-ndt.tgz,2024/04/30/ndt-virtual-26gxr_1713212801_00000000000AAE36.pcap.gz
ndt-virtual-fzxnz_1686335789_0000000000076B00,gs://archive-measurement-lab/ndt/pcap/2023/06/28/20230628T195335.662501Z-pcap-mlab2-yul07-ndt.tgz,2023/06/28/ndt-virtual-fzxnz_1686335789_0000000000076B00.pcap.gz
